id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4871684525658789,Mu4QcnK6N,5673918831,社会主义进化精灵,如果我真能在这么短的时间里迅速精通概统那浙大数院院长早就姓邵了,,,,,0,6,11,2023-02-21 20:46,HUAWEI Mate 40 Pro,['https://wx4.sinaimg.cn/large/006bZbtRgy1hbbebtay2gj30p60krwfx.jpg'],,
4871683490713015,Mu4Ox2Zuf,5565865129,欧雪彦歌,浙大食堂一游目标：每周去一次,,,,,0,4,2,2023-02-21 20:41,iPhone客户端,"['https://wx3.sinaimg.cn/large/0064FNMdgy1hbbe7u5nfkj31hc0u0dlg.jpg', 'https://wx2.sinaimg.cn/large/0064FNMdgy1hbbe7uooioj31hc0u0435.jpg', 'https://wx2.sinaimg.cn/large/0064FNMdgy1hbbe7tiiawj30u0140dm0.jpg', 'https://wx3.sinaimg.cn/large/0064FNMdgy1hbbe7s5xt9j30u0140tgw.jpg']",,
4871682248150500,Mu4MwycjG,5453823654,路星野,人物有一期说，浙大一群老校友近暮年创办了级友通讯录，杂志由校友集资，每期一发寄往各人。后来随着大家年事已高，离世的人越来越多，承头人也渐渐力不从心，这本通讯录最终停办。参与者给级友去信中写:“若无音信之日，则将永无音信了。”这句话我读了好多次，人生已知但尚未发生的诀别的序章，如乘扁舟入大海向岸上的人道别，君看一叶舟出没风波里。遗憾是隔着千山万水的时间看到过去的对方张着嘴在诉说什么，可是太远了，听不到的。,,,,,0,0,5,2023-02-21 20:37,iPhone 13,,,
4871682051278525,Mu4Md5mBn,3282475765,Qian多楽,又是所谓爸妈朋友的儿子本科浙大没有心仪的导师放弃保研自考结果超了浙大研究生录取线40多分的传奇人生和学渣闷头吃饭的我,,,,,1,2,0,2023-02-21 20:36,iPhone 14 Pro,,,
4871679911927388,Mu4IL85oU,5533749585,Uta没有屋塔房,这年头是大家都太🐮b了还是我身边大佬太多保研的一个个中科院浙大考研的动不动就好几个400左右大家苟富贵,,,,,0,1,0,2023-02-21 20:27,iPhone客户端,,,
4871679182113249,Mu4HA8RKF,7816323084,摸摸主人的大剑,放弃了浙大的面试浙大的那个老师真的人好好又很厉害但我有更想陪伴和珍惜的人不管去哪里未来要一起走,,,,,0,0,2,2023-02-21 20:24,iPhone 14,,,
4871675743309673,Mu4C2dSZP,7718387169,江河大雪,#杭州家教#【杭州】编号：HZ605894信息：辅导初三男生数学、科学，学员成绩成绩一般，一周辅导一次，安排在周六，一次3小时360地点：学生去浙大紫金港要求：男女不限，浙大理科生,,,,杭州家教,0,0,1,2023-02-21 20:11,HUAWEI Mate 10,,,
4871673537364875,Mu4ytuTWj,7365323757,冰皮月亮蛋糕天下第一,妈的都保研了还在这里哭人家上浙大清华人家考研多累啊自己选的凡尔赛个毛线,,,,,0,0,1,2023-02-21 20:02,Android,,,
4871673108497595,Mu4xMzEBZ,7360893781,環遊是無趣至少-,我希望那位与我这辈子不可能再有交集的只匆匆见过一两面的仅仅只能算是陌生人的但给我印象相当深刻的女孩子能如愿考上浙大希望善良的女孩都能有好的福报,,,,,0,0,0,2023-02-21 20:00,iPhone客户端,,,
4871671775762041,Mu4vDoaY9,5503839678,齁乱齁乱,浙江大学浙大预防兽医方向375还有希望吗,,,,,0,4,0,2023-02-21 19:55,浙江大学超话,,,
4871669636927640,Mu4sbt4c8,6789948917,牛轧糖心理硕博,#考研成绩##考研成绩公布#牛轧糖23心理考研高分学员情况通告：🎊🎊北大：410左右浙大：415+华东师大：学390左右专390+人大：人大学：社会-395+，应用390+，基础388+人大专：400+中山：学385+，专：382+华南：学312：395+，专400+同济：391央财：395+天大：学硕（312）395+电科大：395+看看有你报考的学校嘛✨🙋求教：清华的今年比较迷惑，目前报分的都很低，如果小伙伴有啥消息，麻烦告知一下，非常感谢明天蹲北师大和中科院💪🏻牛轧糖心理硕博带你上名校,,,,"考研成绩,考研成绩公布",0,1,2,2023-02-21 19:46,牛轧糖心理硕博带你上名校超话,,,
4871668487160536,Mu4qku2Mw,5125901968,電波電波ww,#bilibili#动动枪DongDongGun的视频O粉色头发少女自杀真相，除了网暴还有无良营销号【雪鸡观察局153】卧槽，那个专升本考研浙大是营销号造谣骗钱假的，rue我说网上怎么那么多“学长学姐”卖课呢，什么缺德玩意儿,,,,bilibili,0,1,0,2023-02-21 19:42,哔哩哔哩移动客户端,,,
4871667959206360,Mu4ptCCZG,5752940234,挽歌shroudw,虽然调剂也是自己选的而且从各个方面来说其实在这里读这个专业也挺好的但是看到今年浙大电气全方向320的线还是很唏嘘,,,,,0,2,1,2023-02-21 19:40,iPhone客户端,,,
4871665773972666,Mu4lXgFtg,5963459526,小小小-阿波,浙江大学有没有浙大mem复试群啊，求拉一下,,,,,0,2,0,2023-02-21 19:31,浙江大学超话,,,
4871664842576876,Mu4ksaOmw,7787090707,一口菽,浙江大学有没有一起准备浙大农艺与种业复试的uu啊?最好是考蔬菜的!,,,,,0,11,2,2023-02-21 19:27,浙江大学超话,,,
4871664813212693,Mu4kpdtLD,2272421130,七点半结束,杭州西湖区租房个人房东找房客无中介费三墩地铁口步行2分钟紫荆上城全新小区双钥匙套型现二楼招租，带独立卫浴，门锁。厨房公用在一楼。楼下房东（男）自住，但房东基本不来，花一楼的钱，享受独居的快乐！小区对面就是龙湖天街（内有永辉超市）靠近浙大紫金港，创意园区，出行生活炒鸡方便！全新小区，全新家具，小区环境高级安全，地下直通地铁和天街，刮风下雨都不怕！随时看房，有兴趣可私信。前三个月每月补贴100元！看看孩子吧杭州西湖区租房#杭州租房#杭州免中介租房#杭州租房小孟#,,,,"杭州租房,杭州租房小孟",1,0,0,2023-02-21 19:27,杭州西湖区租房超话,"['https://wx4.sinaimg.cn/large/8772650agy1hbbc2drnwxj20u018343c.jpg', 'https://wx1.sinaimg.cn/large/8772650agy1hbbc2f0t7gj20qo0zk0xb.jpg', 'https://wx1.sinaimg.cn/large/8772650agy1hbbc2fqr83j20zk0qo0vk.jpg', 'https://wx1.sinaimg.cn/large/8772650agy1hbbc2gfrl3j20zk0qojux.jpg']",,
4871664271624343,Mu4jx6Oz5,7211826197,超级努力的小Q,浙大考研蹲311直系学长学姐，也蹲复试指导,,,,,0,2,0,2023-02-21 19:25,浙大考研超话,,,
4871662073545439,Mu4fZeSkv,5203464486,alane0401,和我妈打电话，说遇到XX，儿子在浙大，她就开玩笑问有女朋友吗没有介绍一个。我说你问问大几岁介意吗？我妈闻言说你有什么好人选，我说我自己你觉得怎么样。,,,,,0,2,2,2023-02-21 19:16,真我GT大师探索版,,,
4871658207449429,Mu49KvfW5,5803107193,山不厌高__,浙大考研24动科考研蹲上岸学长学姐有偿,,,,,0,6,0,2023-02-21 19:01,浙大考研超话,,,
4871657883700587,Mu49efwGT,7590736518,没人能看见我了吧,浙大考研农艺与种业专硕总分线会降吗…,,,,,0,5,1,2023-02-21 19:00,浙大考研超话,,,
4871656982713277,Mu47MbnQx,7769659431,什么什么你在说什么plus,谁懂我听到那句恭喜考上浙大研究生的时候有多尴尬啊,,,,,0,5,1,2023-02-21 18:56,iPhone客户端,['https://wx1.sinaimg.cn/large/008tOHlBly1hbbb6czvlxj30r214t11v.jpg'],,
4871655875150617,Mu45ZlBUt,3782785571,会飞的懒鱼ss,浙大蹲浙大动物营养与饲料学长学朔专业的学长学姐还有调剂了特种经济动物饲养的学长学姐问问复试问题有偿#动物营养与饲料科学##特种经济动物饲养#,,,,"动物营养与饲料科学,特种经济动物饲养",0,1,0,2023-02-21 18:52,浙大超话,,,
4871653714296986,Mu42vi1Qe,6189307508,徐乖乖_才怪,浙大考研蹲一个临床医学的群,,,,,0,3,3,2023-02-21 18:43,浙大考研超话,,,
4871653618616768,Mu42lA9C8,5927847038,天线豹豹,#浙大考研#uu们，浙大可以打电话询问专业排名吗？,,,,浙大考研,0,5,0,2023-02-21 18:43,nova5Pro人像超级夜景,,,
4871652205398532,Mu404mEp6,5713677216,杭州大叔,杭州租房出租：浙港城市公馆精装交付，一室一厅微loft户型西湖科技园步行200米，浙大网新创业园,,杭州·浙港城市公馆,,,0,2,0,2023-02-21 18:37,杭州租房超话,"['https://wx4.sinaimg.cn/large/006eG0s8gy1hbbampj3q5j30u0140dp3.jpg', 'https://wx2.sinaimg.cn/large/006eG0s8gy1hbbamqdu34j31400u0qbr.jpg', 'https://wx2.sinaimg.cn/large/006eG0s8gy1hbbamr55xyj31400u0n63.jpg', 'https://wx2.sinaimg.cn/large/006eG0s8gy1hbbamrrjlej30u01407da.jpg', 'https://wx4.sinaimg.cn/large/006eG0s8gy1hbbamsbj8rj30u0140woo.jpg']",,
4871649897748269,Mu3WlwvG5,7548831780,巾刂卍66060,#考研成绩#想碰运气找找有没有考浙大315415的uu,,,,考研成绩,0,0,0,2023-02-21 18:28,Redmi K40,,,
4871648568151050,Mu3Ucycsy,5487847858,喝可可乐,考上了浙大我来了,,,,,0,2,0,2023-02-21 18:23,iPhone客户端,,,
4871646524998536,Mu3QUkYly,7519822337,洗一次脚五块,#和浙大来场酿酒之旅#哇塞！,,,,和浙大来场酿酒之旅,0,0,0,2023-02-21 18:15,iQOO Z5 性能先锋,,,
4871646324724787,Mu3QAjP8f,2635824081,浙江省中学生,#和浙大来场酿酒之旅#传承美酒文化！,,,,和浙大来场酿酒之旅,0,0,0,2023-02-21 18:14,iQOO Z5 性能先锋,['https://wx2.sinaimg.cn/large/9d1b7bd1gy1hbb9yq0z5vj20pe15w0yb.jpg'],,
4871646135454544,Mu3QhmSYw,2923546833,sina温州校园,#和浙大来场酿酒之旅#我也来加入,,,,和浙大来场酿酒之旅,0,0,0,2023-02-21 18:13,iQOO Z5 性能先锋,['https://wx2.sinaimg.cn/large/ae41c8d1gy1hbb9xxn34uj20qo0zkwma.jpg'],,
4871645909748312,Mu3PUETYQ,1920137895,舟山校园,#和浙大来场酿酒之旅#哇塞！居然是自己酿酒,,,,和浙大来场酿酒之旅,0,0,0,2023-02-21 18:12,iQOO Z5 性能先锋,['https://wx4.sinaimg.cn/large/7272faa7gy1hbb9wztf1cj20u00u07ab.jpg'],,
4871645582067038,Mu3Po8FJk,2948993834,嘉兴校园,#和浙大来场酿酒之旅#看起来好有趣！！,,,,和浙大来场酿酒之旅,0,0,0,2023-02-21 18:11,iQOO Z5 性能先锋,['https://wx3.sinaimg.cn/large/afc6132agy1hbb9vn4kcaj20qh1cmdo9.jpg'],,
4871645288731533,Mu3OUADtb,2027567261,宁波校园,#和浙大来场酿酒之旅#心动了！好想上这门课,,,,和浙大来场酿酒之旅,0,0,0,2023-02-21 18:10,iQOO Z5 性能先锋,['https://wx2.sinaimg.cn/large/78da389dgy1hbb9ufusqrj20pe15wjwy.jpg'],,
4871643375863342,Mu3LPoBk2,7498788402,是我鸭0,浙大考研蹲一个社会学学长学姐,,,,,0,0,0,2023-02-21 18:02,浙大考研超话,,,
4871641925160738,Mu3JulExI,3263309090,莫斯科甜心_,周哥地大，小芦宝宝北大，姐姐浙大，现在我感觉很幸福!,,,,,0,7,9,2023-02-21 17:56,三星 W21 5G,,,
4871641588829442,Mu3IWB2Wm,6011246528,喵喵嘚hahaha,浙江大学考研浙江大学考研出浙大兽医专硕专业课资料哇！有真题，刚刚出分，分贼高的那种！,,,,,0,7,2,2023-02-21 17:55,浙江大学考研超话,,,
4871641353425468,Mu3Izen7u,7521744236,Jasocsrd,#浙大考研#有浙大会计专硕的分数讨论群吗？想看看有没有希望进复试,,,,浙大考研,0,1,0,2023-02-21 17:54,iPad客户端,,,
4871641240965156,Mu3Io4352,7262379273,期待世界上所有人都不正常,我想考浙大。我想考。,,,,,0,2,0,2023-02-21 17:54,OPPO Find X3 Pro,,,
4871640943691240,Mu3HUfug8,1195986987,宝贝莉俊,做夜班，要吃饱点儿。在浙大食堂蹭饭，真好吃，百吃不厌。,,杭州·自然资源部第二海洋研究所,,,0,0,0,2023-02-21 17:52,iPhone客户端,['https://wx1.sinaimg.cn/large/4749502bgy1hbb9c8eayqj23402c0b2a.jpg'],,
4871640020683508,Mu3Gq2ROk,2689609430,口味十分重,91岁的浙大退休教师拾荒10年……唉L口味十分重的微博视频,,,,,7,4,20,2023-02-21 17:49,微博视频号,,"http://f.video.weibocdn.com/o0/xQWDw8iKlx083kcZdDsY01041200mKQ20E010.mp4?label=mp4_hd&template=368x640.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677593028&ssig=VfjtIDdaKo&KID=unistore,video",
4871639348809024,Mu3FkAXD2,7747425088,今思z,浙大有专门史的学长学姐吗,,,,,0,0,0,2023-02-21 17:46,浙大超话,,,
4871638790970285,Mu3Er44pL,1644207147,蒋瞰少女心,今天心情蛮复杂的，其实也是前几天的积累。上午采访了一位奶爸，中午去了趟浙大紫金港。对话、建筑、场景都在刺激我，或者说纠正我：你别以为这样的放纵就是给孩子宽松环境，那是自我麻痹。优秀孩子的长成，一定是要靠栽培的，天分和运气，只是很小很小的因素。而我所有的借口和看似忙碌起来的生活，真那么重要吗？如果孩子废了，我的成功又怎能算是成功？,,,,,0,10,1,2023-02-21 17:44,新版微博 weibo.com,,,
4871638547698915,Mu3E2wiQ3,5977062632,witchbye,妈的考完那天浙大保安把我手机摔坏了赔都没赔想起来就生气欠我的用什么还,,,,,0,0,0,2023-02-21 17:43,iPhone客户端,,,
4871638480587195,Mu3DW2sKT,5927847038,天线豹豹,浙大考研蹲一个353排名,,,,,0,2,0,2023-02-21 17:43,浙大考研超话,,,
4871638032586231,Mu3DdaQNp,7782969062,_RjrnoKek,浙江大学考研请问有浙大计算机电子信息23年考研交流的群吗，分数出来感觉不稳，想交流一下,,,,,0,8,1,2023-02-21 17:41,浙江大学考研超话,,,
4871637356773434,Mu3C7sq4W,5034907945,坚定复活的公主,浙大考研蹲蹲口腔分数排名！,,,,,0,2,1,2023-02-21 17:38,浙大考研超话,,,
4871634646733596,Mu3xKsfIo,5802282374,sober嘉尘,浙大考研mem考了194有哪位前辈有去年浙大mem复试真题啊求求求,,,,,0,21,4,2023-02-21 17:27,浙大考研超话,['https://wx2.sinaimg.cn/large/006kFMHAly1hbb8mfx23oj30u01sxgsk.jpg'],,
4871634630477362,Mu3xJ20bo,2780122697,璐mc,浙大考研蹲个313的排名,,,,,0,0,1,2023-02-21 17:27,浙大考研超话,,,
4871633674699019,Mu3wbjIqD,5757943600,wnooram,浙大考研出行管复试资料全套,,,,,0,0,0,2023-02-21 17:24,浙大考研超话,,,
4871633284628509,Mu3vyjq5n,5968018222,FYZzzVan,浙大349英一79336分有调剂的推荐吗，最好211以上的（本科是药大的药学考研,,,,,0,11,1,2023-02-21 17:22,药学考研超话,,,
4871632559277875,Mu3unCVB9,3970800756,Fannnnncy_,我姐妹考研382我很有面子浙大冲！！！！@王二火v#浙大考研#,,英国,王二火v,浙大考研,0,3,1,2023-02-21 17:19,iPhone XS Max,['https://wx4.sinaimg.cn/large/ecad9c74gy1hbb8dqk9ypj20yi0guwhz.jpg'],,
4871632423749433,Mu3uafJoJ,2205525200,快乐嘟嘟托马斯,和浙大可能真的没有缘分吧emo了,,,,,0,0,0,2023-02-21 17:19,iPhone客户端,,,
4871631875080709,Mu3thljIV,6379160173,Bwkg,浙大考研蹲一个计院电子信息的讨论群或是uu边缘分者,,,,,0,5,0,2023-02-21 17:16,浙大考研超话,,,
4871631556313548,Mu3sLqurq,6479716847,我很忙al,纯宝宝的家宝贝回了母校，明晚浙大路演……有空的粉丝朋友们可以去看看祝好运！cr.logo侵歉删,,,,,0,0,3,2023-02-21 17:15,纯宝宝的家超话,"['https://wx4.sinaimg.cn/large/0074wem3gy1hbb88kngqtj30sg11xgwj.jpg', 'https://wx4.sinaimg.cn/large/0074wem3gy1hbb9k9p7orj30nq0zk419.jpg', 'https://wx3.sinaimg.cn/large/0074wem3gy1hbb8b6j8jlj30u01hc4bj.jpg', 'https://wx2.sinaimg.cn/large/0074wem3gy1hbb8b5ly06j30zk0qon4u.jpg', 'https://wx3.sinaimg.cn/large/0074wem3gy1hbb9k95a0fj30qp0zkmyz.jpg', 'https://wx4.sinaimg.cn/large/0074wem3gy1hbb9ka5e5vj30zk0nqmzy.jpg']",,
4871631338474129,Mu3spzyvv,7235034162,健康平安和上岸,姐姐真的好厉害啊考上了浙大太牛了！！！！！,,,,,0,0,0,2023-02-21 17:14,华为手机,,,
4871629638735356,Mu3pFAEsQ,5417634687,任果松红,出浙大马理论资料！非常非常全！！马理论考研,,,,,0,4,0,2023-02-21 17:07,iPhone客户端,,,
4871628507317656,Mu3nQuHEI,7190984417,原来是智久啊,他们都说B站是中国最好的大学但我觉得学在浙大/智云课堂才是中国最好的大学，下午看了几个视频解决了我几个疑惑。,,,,,0,8,8,2023-02-21 17:03,魅族16s旗舰手机,"['https://wx3.sinaimg.cn/large/007QEDxDgy1hbb7vhzn98j31900u0gos.jpg', 'https://wx2.sinaimg.cn/large/007QEDxDgy1hbb7uw53o5j31900u0dk0.jpg']",,
4871628280567650,Mu3nu2nFE,5581422164,杭州小六子,杭州租房三坝地铁口五洲国际沃尔玛超市对面，冠苑小区朝北一室一厅一厨一卫管煤，3000来块浙大紫金港校区#杭州租房无中介##杭州租房##杭州拱墅区租房#杭州西湖区租房#房东直租#,,,,"杭州租房无中介,杭州租房,杭州拱墅区租房,房东直租",0,1,0,2023-02-21 17:02,杭州租房超话,"['https://wx4.sinaimg.cn/large/0065J4S8gy1hbb7vsl1qxj30u0140tcc.jpg', 'https://wx1.sinaimg.cn/large/0065J4S8gy1hbb7vtemhsj30u0140gp0.jpg', 'https://wx1.sinaimg.cn/large/0065J4S8gy1hbb7vunb6oj30u0140gpv.jpg', 'https://wx3.sinaimg.cn/large/0065J4S8gy1hbb7vvc4q3j30u0140n0a.jpg', 'https://wx3.sinaimg.cn/large/0065J4S8gy1hbb7vwdvmgj30u014078b.jpg', 'https://wx2.sinaimg.cn/large/0065J4S8gy1hbb7vxei9qj30u0140wid.jpg', 'https://wx4.sinaimg.cn/large/0065J4S8gy1hbb7vz6r60j30u014043g.jpg', 'https://wx3.sinaimg.cn/large/0065J4S8gy1hbb7vrohvnj30u0140tca.jpg']",,
4871628024188555,Mu3n4hzDl,5992722734,常常在做梦中,无所谓我的朋友会读浙大还会给我买好吃的小蛋糕吃由此脱离今天世界上最悲伤的一群人行列,,,,,0,9,5,2023-02-21 17:01,HUAWEI P30,"['https://wx1.sinaimg.cn/large/006xyQWigy1hbb7sqd4kkj32402tcx6p.jpg', 'https://wx1.sinaimg.cn/large/006xyQWigy1hbb7suxtmgj32402tc7wi.jpg']",,
4871625889810478,Mu3jCFa9w,5189536080,清华才子饭谭狗,今天放纵一下自己考不上也很合理和我一组的396都是全国最高分听说还有浙大的和我们一起竞争哈哈哈想想觉得自己也挺有勇气的自己今年能做到这个地步真的已经不错了虽然还是会有点失落但是总要keepgoon停下来是不会有任何改变的24考研我来了,,,,,0,0,1,2023-02-21 16:53,iPhone客户端,['https://wx4.sinaimg.cn/large/005FcLoQly1hbb7ji6qgij32c0340npf.jpg'],,
4871625747729206,Mu3jowqIC,3743589610,假假假兜,公卫考研有无23浙大公卫专硕的uu,,,,,0,27,1,2023-02-21 16:52,公卫考研超话,,,
4871624870072141,Mu3hZ0iLz,3746629621,青铜门上的一朵蘑菇,考研调剂一志愿浙大新传367，本科兰大有没有推荐的调剂学校哇,,,,,0,11,0,2023-02-21 16:49,考研调剂超话,,,
4871624769933455,Mu3hOFG91,6232038914,AaaaronChou,浙大。最后还是与我无缘啦。努力了这么久。不过140还是值得纪念一下（刻在墓碑上那种！,,,,,0,44,145,2023-02-21 16:48,Android,['https://wx3.sinaimg.cn/large/006NL00Gly1hbb7gi61eoj30u0064aag.jpg'],,
4871624450381515,Mu3hj1Bft,6272945295,浙大2023准研究生,喜欢了七年的浙大该放下噜要脚踏实地的生活啦不该做那些不切实际的梦咯,,,,,0,0,0,2023-02-21 16:47,iPhone客户端,,,
4871624128727017,Mu3gMACil,6272945295,浙大2023准研究生,考研过程中一直安慰自己考不上也没关系浙大二战不丢人今年842炸了做了大佬们的炮灰确实不丢人但谁不希望在成果丰收的季节里也能获得自己的成功,,,,,0,6,1,2023-02-21 16:46,iPhone客户端,,,
4871623582422511,Mu3fUaacL,6379504779,bgsumajmgxkajkzlw,大哥你们。。。400+考什么浙大。。。为何不去清华北大啊哥哥,,,,,0,0,0,2023-02-21 16:43,iPhone客户端,,,
4871622631360654,Mu3en5HY2,6140202473,可爱甜桃播种迷人魅力,浙大考研蹲一个浙大311,,,,,0,3,1,2023-02-21 16:40,浙大考研超话,,,
4871622307614706,Mu3dQvWVQ,6118412114,LzzzHom,浙大考研蹲个浙大体育学排名讨论,,,,,0,3,0,2023-02-21 16:38,浙大考研超话,,,
4871622122805043,Mu3dybLID,5662354060,叫什么公主,浙大考研24考研蹲蹲计算机学长学姐,,,,,0,3,2,2023-02-21 16:38,浙大考研超话,,,
4871621422357028,Mu3cq9TaA,6511674265,废话瞎话垃圾桶,浙大考研浙大可以打电话问排名吗,,,,,0,17,6,2023-02-21 16:35,浙大考研超话,,,
4871620806838433,Mu3bqsGZj,7657048229,麦辣鸡翅好吃-,omg一天之内收到的消息：妹宝六级570+贲贲浙大药学综合250+还谈了一位仙女对象omg便宜他小子了莲莲期末和比赛间隙抽空考的六级也过了前几天小羊收到了ucl的面试我吸我吸我吸我吸最好我的朋友们全都拿到上上签一生平安顺遂,,,,,0,0,1,2023-02-21 16:32,HUAWEI P40 Pro 5G,,,
4871620339959144,Mu3aFFMPm,5684358364,Kritisieren,tmd好梦幻可以光明正大说浙大了,,,,,0,9,7,2023-02-21 16:31,iPhone,,,
4871619971911829,Mu3a581lX,7767397752,MiaoMoon_,看到有个考浙大数学的4考了420多真牛逼,,,,,0,0,0,2023-02-21 16:29,iPhone客户端,,,
4871619208287922,Mu38QyM4a,7443187919,梦笔生花688,恭喜小鲤鱼浙大研究生成功进入复试![爱心][爱心]祝顺利录取![嘴唇][福][福][發][福],,,,,0,0,0,2023-02-21 16:26,OPPO K9 Pro 5G,,,
4871618158922823,Mu379Brev,5231342761,盼一个橙,浙大考研有没有一样报考848工程管理的同学，你们是多少分啊，不知道我有没有机会继续上学了🙁😣,,,,,0,0,0,2023-02-21 16:22,浙大考研超话,,,
4871617664516311,Mu36miWTJ,6554180184,历史探秘,91岁的浙大退休教师拾荒10年……唉L历史探秘的微博视频,,,,,12,9,76,2023-02-21 16:20,微博视频号,,"http://f.video.weibocdn.com/o0/pNPt3yPqlx083k6SWPpK01041200mr8i0E010.mp4?label=mp4_hd&template=368x640.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1677593076&ssig=I4c%2FSEuI8J&KID=unistore,video",
4871617383763619,Mu35UfN5x,3994261304,Lsq_i呀,浙大考研请问有浙大生科院细胞生物学的学长学姐么，想咨询一些问题,,,,,0,1,0,2023-02-21 16:19,浙大考研超话,,,
4871616939164714,Mu35bCs9Y,7629455507,星星星星碎碎念念,浙大考研蹲蹲706+808文学考研上岸的学长学姐和真题资料,,,,,0,2,0,2023-02-21 16:17,浙大考研超话,,,
4871616598639429,Mu34DAfvD,6140202473,可爱甜桃播种迷人魅力,要是跟去年一样的分我就提刀砍人了浙大考研,,,,,0,4,0,2023-02-21 16:16,浙大考研超话,,,
4871616271483527,Mu3476dVR,2782027307,zshampoo,浙大考研请问有工院864的群吗,,,,,0,0,0,2023-02-21 16:14,浙大考研超话,,,
4871616200966173,Mu34043lr,5392517643,崔崔崔狗-,好消息：分数够到录取分数线了坏消息：是去年的录取分数线而且很擦边而且今年分数会涨浙大求求了给个面试机会让我逛一逛浙大吧🙏🏻,,,,,0,1,14,2023-02-21 16:14,HUAWEI P30 Pro,,,
4871615580471586,Mu3301YGe,5806361463,活的像个小太阳啊,浙大城市学院23考研党电子信息0854自命题初试307有机会调剂到贵校吗,,,,,0,7,0,2023-02-21 16:12,浙大城市学院超话,,,
4871613759098530,Mu303CaWu,1738690784,麻省理工科技评论,#糖尿病#【浙大团队开发机器学习方法，在巨量肽序列空间中实现对有效抗菌肽的精准识别】多肽药物因具备优良的特异性和安全性等优势，已经在多个疾病领域得到了应用，比如#心血管疾病#、糖尿病等。由于常见的氨基酸有二十种，而多肽分子是由单个氨基酸按照一定的序列排布而成，因此肽序列形成了一个巨大的潜在治疗库。用传统的方法发现#多肽药物#，主要通过对自然界中的多肽进行提取和鉴定，再对其序列进行改动而得到。不过，因为自然界中存在的多肽，比理论上应有的多肽少得多，所以这种方法极大地限制了候选药物的搜寻空间。近日，#浙江大学#团队开发了一种可以在多肽全库进行搜索的#机器学习#方法，通过对虚拟肽库中数千亿条序列的挖掘，成功筛选出高效的抗菌短肽。2023年1月12日，相关论文以《通过挖掘整个肽序列空间的机器学习Pipeline来识别有效的抗菌肽》（Identificationofpotentantimicrobialpeptidesviaamachine-learningpipelinethatminestheentirespaceofpeptidesequences）为题发表在NatureBiomedicalEngineering上[1]。浙江大学高分子科学与工程系博士后黄俊杰和计算机科学与技术学院博士研究生徐彦超为论文的共同第一作者。浙江大学高分子系计剑教授、计算机学院“#百人计划#”研究员赵俊博和高分子系“百人计划”研究员张鹏为论文的共同通讯作者。该团队之所以将抗菌肽作为筛选对象，主要有以下原因。张鹏介绍道：“一是抗菌肽是应对当前多重耐药“超级细菌”感染挑战的备选药物。二是采用机器学习方法需要大量训练数据，抗菌肽的数据相对容易获得。”戳链接查看详情：O浙大团队开发机器学习方法，在巨量肽序列空间中实现对有效抗菌肽的精准识别,,,,"糖尿病,心血管疾病,多肽药物,浙江大学,机器学习,百人计划",3,1,7,2023-02-21 16:04,新版微博 weibo.com,"['https://wx1.sinaimg.cn/large/67a250e0ly1hbb65jnfmmj20qo0qogre.jpg', 'https://wx2.sinaimg.cn/large/67a250e0ly1hbb65m5qy3j20u00lk4as.jpg', 'https://wx3.sinaimg.cn/large/67a250e0ly1hbb65nyy1xj20u00ax7a6.jpg']",,
4871613395504343,Mu2Ztn5VJ,5018834931,廴小音,法硕【浙大378】小音姐我考浙大378！虽然不是特别高但也出乎意料了焦虑的时候就会找你的经验贴出来看爱你！,,,,,0,16,14,2023-02-21 16:03,法硕超话,['https://wx2.sinaimg.cn/large/005tEwevly1hbb66btn82j30m00yutb1.jpg'],,
4871612866758822,Mu2YCsmhg,6363260613,要吃Oo糖吗,我说浙大计院你是不是有点夸张了,,,,,0,0,0,2023-02-21 16:01,米奇妙妙屋HarmonyOS设备,['https://wx3.sinaimg.cn/large/006WDALHgy1hbb64do1w3j30qo0pgtbu.jpg'],,
4871612334346600,Mu2XLieKs,7186076545,全糖爱可乐,浙江大学考研有没有22浙大电子信息调剂上岸的学长学姐呀,,,,,0,3,0,2023-02-21 15:59,浙江大学考研超话,,,
4871612011121459,Mu2Xf4HK3,6013063951,李德望-,宁波房屋出租求租高新区浙大软件学校附近3公里范围内都可接受租金2000左右两室一厅或者一室一厅要求有燃气、空调、冰箱,,宁波·浙江大学软件学院宁波分院,,,0,5,0,2023-02-21 15:57,宁波房屋出租超话,,,
4871611369396889,Mu2WcDqyJ,6229807778,Noaherd,继去年一起玩的好朋友们一战上岸中科大华师大中南财复旦之后荣儿今年成功一战上岸浙大医学院我哭太开心了,,,,,2,5,17,2023-02-21 15:55,iPhone 13 Pro Max,,,
4871611109082448,Mu2VMC6L6,5484784683,為什麼魚不入海,浙江大学考研浙江大学浙大护理学护理综合308的uu我打算拉一个群大家讨论一下初试分数有需要的dd我,,,,,0,3,0,2023-02-21 15:54,浙江大学考研超话,,,
4871610895172959,Mu2VrlHIP,5484784683,為什麼魚不入海,浙大考研浙江大学浙大护理学护理综合308的uu我打算拉一个群大家讨论一下初试分数有需要的dd我,,,,,0,5,2,2023-02-21 15:53,浙大考研超话,,,
