id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4877947523563992,MwHLOeX9K,6311459531,敢敢-2022,失眠中。有的人十二月die了，三月又挖出来要埋不埋专业天坑中的天坑，找不到合适工作+考研专业课寄，过不了复试线+调剂不想调+考公不出成绩+副业没收益我能去干嘛啊，所以当初考个211是为了什么啊，还不是变成孔乙己想想自己高考前努力学习考上211，大学封校安心学习，考研前放开后担惊受怕学习，考前一天羊，数英政难又压分，专业课自命题又偏又怪，发烧考完全程，考完之后咳了一个多月。学伤了，也考伤了，分数线一出来，还得为了一个不如本科学校的学校去准备调剂。就业形势太差了，美其名曰过渡。#考研国家线#专家一天天建议，还不如该退休退休，把你们的工作岗位让给有能力的年轻人，社会才有生命力，大家才有奔头,,,,考研国家线,0,2,4,2023-03-11 03:33,HUAWEI P30,['https://wx4.sinaimg.cn/large/006T8eWnly1hbvdf3ograj309k08i74d.jpg'],,
4877947523825791,MwHLOg3gj,6341141955,Ginger姜酒,就你199综合哐哐涨📈#考研国家线##199管理类联考#,,,,"考研国家线,199管理类联考",0,3,1,2023-03-11 03:33,iPad Pro,['https://wx1.sinaimg.cn/large/006V8MH9gy1hbvdmc4d8lj30u01t0dv5.jpg'],,
4877947477688916,MwHLJwgeM,5692473025,睡觉是真没意思,嗯…03.24分从7点开始脑袋嗡嗡的好像一直没接受自己的考研旅途结束的事实一闭上眼都是这一年的付出换来的是差一分上岸的回报断断续续的流眼泪为什么偏偏倒霉的是艺术学为什么所有专业都降了艺术学涨了为什么从小到大总是运气不好为什么一定要压我的专业分思来想去还是只能用玄学回答我爸费尽心思想让我去澳门读书也被否决了说去不了没有申请资格我想去吗当然想留学像是我一辈子都触及不到的东西突然有一天会被提上日程虽然要付出极大的代价想去日本吗更想了只记得我从小打到大都很向往那样的国家和学习制度可是真正商量到这个事的时候我也觉得是天方夜谭混乱的在3月11号的凌晨打下了这一段文字不知道自己想表达什么为自己是个普通人而感到羞愧？很复杂好朋友们都在安慰我其实我心里也早都知道应该怎么做开启新的生活打工赚钱但是考研这一年我好像忘记了我真的想要什么好像我的一切规划都是建立在上岸了基础之上的好累啊活着像是在泥潭我的全身都在泥潭里鼻子也快被堵住了,,,,,0,3,0,2023-03-11 03:32,iPhone客户端,,,
4877947238613266,MwHLlA8HE,5048908894,星星也会忘记我,考研这一年把我的生活搅的天翻地覆本来以为放下了今天又不得安宁。,,,,,0,0,0,2023-03-11 03:31,iQOO Neo7,,,
4877947116192431,MwHL9pYVV,5970142104,东门老街座下孙行者,#会计专硕#会计一个考证都不限专业的考研怎么会限呢哦哦薪酬会限,,,,会计专硕,0,0,2,2023-03-11 03:31,iPhone客户端,,,
4877947079230108,MwHL5CJaI,5808231919,团麻薯呢,#今年考研会扩招吗#美美去上班了咱就是说,,,,今年考研会扩招吗,0,0,1,2023-03-11 03:31,iPhone客户端,,,
4877946973848232,MwHKVg96g,5808231919,团麻薯呢,#从录取率来看考研难度超过高考#喝喝199我记住你了,,,,从录取率来看考研难度超过高考,0,0,0,2023-03-11 03:30,iPhone客户端,,,
4877531533017254,MwwWRcEVo,7625067117,你最好别有点冒并,南京师范大学考研想问问学姐学长有南师大海洋科学的复试资料嘛,,,,,0,1,0,2023-03-09 23:59,南京师范大学考研超话,,,
4877531511787409,MwwWP7uZb,7745106374,罗翔老师在逃大弟子兔兔,考研#宋智鸣考研长难句#@宋智鸣老师智鸣哥，晚上好！今日收获：①“的”多时，根据翻译进行减词。②当伴随状语与主句主语保持一致关系时，为了翻译完整，得译出逻辑主语，即主句主语。③翻译时对增词、减词、标点符号的使用灵活一点。明日翻译：他坚信正是因为这个困难迫使他长时间专注的思考每个句子，并且因此使他能够发现在推理和他自己的观察中的错误。使得他可能拥有了补偿性的优势。三种常见的同位语从句翻译方法：①当同从较简单、短小时，可译到所修饰的名词之前，似前置的修饰语。但并不是非得用“的”，也可通过增词来灵活处理。②当同从位于主句后，常增加“即”或“：”直接引出同从。此时，同从一般较复杂。③当同从句位于主句前半部分且本身不短小时，先译同从，再译主句。且主句前要用个概括性的词概括一下前面的从句，起过渡作用，常用的有这种观点、这一理论、这一思想、这一发现……非理性因素：错过了秋枫冬雪便会迎来春天的樱花。,,,宋智鸣老师,宋智鸣考研长难句,0,0,0,2023-03-09 23:59,考研超话,"['https://wx3.sinaimg.cn/large/008s9FYygy1hbu1t5gjz6j31q80u0qck.jpg', 'https://wx3.sinaimg.cn/large/008s9FYygy1hbu1t608elj30xm0isq4u.jpg', 'https://wx2.sinaimg.cn/large/008s9FYygy1hbu1t6kfjfj30u0140dmo.jpg', 'https://wx3.sinaimg.cn/large/008s9FYygy1hbu1u0k3k9j30qo0zkn3w.jpg', 'https://wx2.sinaimg.cn/large/008s9FYygy1hbu1u16mzoj30qo0ladj0.jpg', 'https://wx2.sinaimg.cn/large/008s9FYygy1hbu1va12vjj30u013wqm8.jpg']",,
4877531490554754,MwwWN2kjE,7209681268,川雲y,#每日学习打卡#3.8～3.9耶，好像昨天忘记打卡了但是问题不大终于赶上进度了嘤嘤嘤我哭死#考研每日打卡#,,,,"每日学习打卡,考研每日打卡",0,1,0,2023-03-09 23:59,nova7Pro你在焦点在,"['https://wx4.sinaimg.cn/large/007RV5rKly1hbu1uv0zapj31400u0gsa.jpg', 'https://wx4.sinaimg.cn/large/007RV5rKly1hbu1uvjgv1j30qo0qoaba.jpg']",,
4877531423705377,MwwWGfxW9,5974632602,鱼头小煲,新传考研#新传考研##和拖鞋哥一起学新闻传播#@新闻传播考研真题与真相Day2重点：人类传播的符号、意义；人类传播的过程和系统结构。符号的意义：内涵、功能、外延。人类传播中的意义：传播者的意义、受传者的意义、情境意义。尔佳学姐举了很多例子，对理解符号有很大的帮助，今天很多理论内容，上完课要好好整理吸收！,,,新闻传播考研真题与真相,"新传考研,和拖鞋哥一起学新闻传播",0,1,1,2023-03-09 23:59,新传考研超话,"['https://wx3.sinaimg.cn/large/006wkWRYly1hbu1unwmf5j32c0340u0y.jpg', 'https://wx2.sinaimg.cn/large/006wkWRYly1hbu1uska4lj32c0340e84.jpg']",,
4877531394868782,MwwWDkqAK,1758146621,大王WYH,#蓝色生命线##曲阜师范女大学生考研前期确诊血癌#为爱前行，我一直在路上。我在“大四女孩考研前夕患血癌”项目捐款成功！@诸城善德公益服务中心http://t.cn/A69kYsPM,,,诸城善德公益服务中心http,"蓝色生命线,曲阜师范女大学生考研前期确诊血癌",0,0,0,2023-03-09 23:59,微公益,,,
4877531376779765,MwwWBsrJ3,7757087415,MP一直一起_Wzdq,吉林大学23届考研出商学与管理学院841/846专业课资料,,,,,0,0,0,2023-03-09 23:59,吉林大学超话,,,
4877531368655786,MwwWAAjLs,7480175747,橘味小勋er,#国家线#啊啊啊啊啊啊啊啊啊有没有朋友可以为我解惑啊考研考数三到底该怎么买书啊有没有朋友可以告诉我自己逛了好久的tb也没有选好到底买哪些书,,,,国家线,0,27,0,2023-03-09 23:59,94🦌Android,,,
4877531352664336,MwwWzbb7a,5945893125,張庆玲Fairy,重庆工商大学考研统计学考研怎么样呀,,,,,0,0,0,2023-03-09 23:59,重庆工商大学考研超话,,,
4877531331693533,MwwWx76z3,5643147037,坚持o定能绽放光芒的you,#小唐会越来越好#2023.3.9考虫CET6词汇学习强国✔️粉笔六级听力精听+划船总动员✔️Pitaya汉译英10句流利说-阅读✔️考研长难句每日一句✔️C语言程序设计数据结构3PGoals:CET6刷高分25考研-计算机科学与技术TOPIKⅡ小记：再也不要点到寝外卖了，给吃吐了，太难受了,,,,小唐会越来越好,0,0,0,2023-03-09 23:59,Note 10,['https://wx2.sinaimg.cn/large/0069U4kBly1hbu1uj1chzj30tz0gbtbx.jpg'],,
4877997599621205,MwJ4zEmUJ,6791699853,读书深处意气平,河北大学汉语言文学考研2023考研文学线已出，踏实准备复试！今年复试是线上还是线下啊#文学考研##2023考研#,,,,"文学考研,2023考研",0,5,1,2023-03-11 06:51,OPPO超视野全面屏R15,"['https://wx1.sinaimg.cn/large/007pDho1ly1hbvjdjr34mj30tq0x8add.jpg', 'https://wx4.sinaimg.cn/large/007pDho1ly1hbvjdk1th0j30tn11gtc2.jpg', 'https://wx3.sinaimg.cn/large/007pDho1ly1hbvjdkjwp2j30zi19414e.jpg']",,
4877997590971639,MwJ4z44LB,3169391970,外_显_子,中国传媒大学考研24考研，想考数字媒体艺术方向，有些问题想咨询学长学姐,,,,,0,5,0,2023-03-11 06:51,中国传媒大学考研超话,['https://wx3.sinaimg.cn/large/bce91562ly1hbvjeajvxoj208c08caa4.jpg'],,
4877997578911918,MwJ4xBooC,3931224384,事业咨询陶峰老师,#2023考研国家线公布#据说对着锦鲤许愿，都会有好运，不管你在评论区留下什么，转发都会实现！L事业咨询陶峰老师的微博视频,,,,2023考研国家线公布,4,8,17,2023-03-11 06:51,微博视频号,,"http://f.video.weibocdn.com/o0/p1rXxJf0lx083MbSKVAk01041200eotu0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1678693366&ssig=DLzOjKZUUK&KID=unistore,video",
4877997410615759,MwJ4h2AbB,6861390920,32号就减肥啦,考研调剂L32号就减肥啦的微博视频,,,,,0,0,0,2023-03-11 06:51,考研调剂超话,,"http://f.video.weibocdn.com/o0/d7LvOiodlx083MbPlpde010412002Tcz0E010.mp4?label=mp4_720p&template=720x1006.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1678693366&ssig=QryyiKXRhP&KID=unistore,video",
4877997327516148,MwJ48vxic,3053410827,洪泽区法院,大湖天平讲堂1_hzfy早安关注@洪泽区法院#2023考研国家线公布#【这份#超贴心的考研面试技巧#快收藏@考研人】考研国家线公布，研友们又要转战到紧锣密鼓的复试准备了。想要在复试中出色地发挥，面试是其中非常重要的环节。这份超贴心的考研面试技巧，帮你脱颖而出！L新华网的微博视频,,,"洪泽区法院,考研人","2023考研国家线公布,超贴心的考研面试技巧",21,245,244,2023-03-11 06:50,大湖天平讲堂1_hzfy超话,,"http://f.video.weibocdn.com/o0/oV7V5FmPlx07U0U5ZP1m01041200sIzA0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1678693366&ssig=5orn7%2FQqHB&KID=unistore,video",
4877997029458850,MwJ3EDGG6,6861390920,32号就减肥啦,考研调剂基础医学320，B区能调哪呀？,,,,,0,5,0,2023-03-11 06:49,考研调剂超话,,,
4877996801917296,MwJ3i82M8,6450949942,时尚的涟漪1230,#武忠祥老师每日一题#第五天！@考研可爱因子@武忠祥老师,,,"考研可爱因子,武忠祥老师",武忠祥老师每日一题,0,0,0,2023-03-11 06:48,荣耀X20,['https://wx4.sinaimg.cn/large/0072zwLIly1hbvjax9ag4j30qm0dkmyz.jpg'],,
4877996789334321,MwJ3gDahz,5953181327,汐甜,#2023考研国家线公布#早安希望大家都必过,,,,2023考研国家线公布,0,0,2,2023-03-11 06:48,你的心肝宝贝,,,
4877996756828891,MwJ3dsEvp,7474496939,大学校园bot,考研政治毛中特单选题必看176条,,,,,0,0,0,2023-03-11 06:48,微博网页版,"['https://wx4.sinaimg.cn/large/008p8xQlly1ha0g4cn48uj30mz1l046e.jpg', 'https://wx3.sinaimg.cn/large/008p8xQlly1ha0g4e8eufj30mz1lcdot.jpg', 'https://wx3.sinaimg.cn/large/008p8xQlly1ha0g4fx6mhj30mz1jrdns.jpg', 'https://wx2.sinaimg.cn/large/008p8xQlly1ha0g4h6u82j30mz1kktfz.jpg', 'https://wx4.sinaimg.cn/large/008p8xQlly1ha0g4i2gnoj30mz0wi429.jpg', 'https://wx3.sinaimg.cn/large/008p8xQlly1ha0g4ix357j30mz0widk6.jpg', 'https://wx3.sinaimg.cn/large/008p8xQlly1ha0g4ke0yrj30mz1kgqax.jpg', 'https://wx3.sinaimg.cn/large/008p8xQlly1ha0g4lz07qj30mz1laqb4.jpg', 'https://wx3.sinaimg.cn/large/008p8xQlly1ha0g4n16euj30mz18sq8g.jpg']",,
4877974916301335,MwItZqrgr,6156510626,小星星11112,打卡第四天，考研真相在身边，我们每一个考研人都听说过考研真相，考研真相是的好用，内容丰富，知识点到位，值得购买#考研上岸##寻找身边的考研真相#@巨微真题考研,,,巨微真题考研,"考研上岸,寻找身边的考研真相",0,47,203,2023-03-11 05:21,nova7Pro你在焦点在,"['https://wx1.sinaimg.cn/large/006IE5Euly1hbvgsivvbrj31hc0u0dni.jpg', 'https://wx4.sinaimg.cn/large/006IE5Euly1hbvgsjdmhgj31hc0u0qc1.jpg', 'https://wx1.sinaimg.cn/large/006IE5Euly1hbvgsjqyrpj31hc0u0jzr.jpg', 'https://wx3.sinaimg.cn/large/006IE5Euly1hbvgsjysm7j30c20g4aax.jpg']",,
4877974887465163,MwItWvk1R,1241533135,秀骨书生,#从录取率来看考研难度超过高考#怎么好意思拿高考录取率来比？高考200多分都能被录取，呸！,,,,从录取率来看考研难度超过高考,1,8,7,2023-03-11 05:21,饭桶星卧底HarmonyOS设备,,,
4877974581018845,MwIts4h2Z,5206292642,夏莉莉iy,之前一直蛮苦恼微机的虽然其实大家都这样然后一直听到现在听了整整三遍了(课时比较短本来觉得晚上五点听得真的枯燥又孤独的直到打开了操作系统继续听又听到了寄存器...突然就觉得...好感动啊。写真#约拍##互勉约拍##拍照##考研#,,成都,,"约拍,互勉约拍,拍照,考研",0,1,1,2023-03-11 05:20,HUAWEI P40 5G,"['https://wx4.sinaimg.cn/large/005Gl4xYly1hbvgng89f7j32802yo4qr.jpg', 'https://wx4.sinaimg.cn/large/005Gl4xYly1hbvgnl7emxj32802yob2a.jpg', 'https://wx3.sinaimg.cn/large/005Gl4xYly1hbvgns9464j32802yob2c.jpg', 'https://wx1.sinaimg.cn/large/005Gl4xYly1hbvgny9egij32802yoe83.jpg', 'https://wx4.sinaimg.cn/large/005Gl4xYly1hbvgo51xsyj32802yoqv7.jpg', 'https://wx4.sinaimg.cn/large/005Gl4xYly1hbvgob1ktpj32yo280b2b.jpg', 'https://wx3.sinaimg.cn/large/005Gl4xYly1hbvgoi4udgj32yo280b2c.jpg', 'https://wx1.sinaimg.cn/large/005Gl4xYly1hbvgoq9a2tj32dc35s7wk.jpg', 'https://wx1.sinaimg.cn/large/005Gl4xYly1hbvgoxf7w2j32yo280b2b.jpg']",,
4877974131704124,MwIsJ79jS,6586276965,遇风lyf,大理大学考研有偿求基础医学复试资料,,,,,0,1,1,2023-03-11 05:18,大理大学考研超话,,,
4877973759459778,MwIs7DGV4,2726417763,宋中清主任律师,热点/@中国教育在线#从录取率来看考研难度超过高考#自2007年至今，高考实际录取率一直保持着上升的趋势，2017年突破了80%，2020年，高考招生人数达967.5万人，实际录取率首次突破了90%，意味着绝大多数高考生拥有了接受高等教育的机会，考不上大学已变得很难。但是考研，报考人数与招生名额比例差别较大。以2021年考研情况为例，报考人数是377万，招生人数是117万，报录比约是3.2：1。#国家线##2023考研国家线公布#,,,中国教育在线,"从录取率来看考研难度超过高考,国家线,2023考研国家线公布",0,0,1,2023-03-11 05:17,热点超话,"['https://wx1.sinaimg.cn/large/a281d563ly1hbvgnrm0ewj20u00mr797.jpg', 'https://wx4.sinaimg.cn/large/a281d563ly1hbvgnruefdj20u00xfwjl.jpg']",,
4877973599027225,MwIrRBSop,5634624337,青涩的青芒,记录失眠的第………次（不清楚了），昨晚国家线出来了，毫无疑问还是没过线（真的真的好难过啊）。考研的这一年，不知道看了多少课，背了多少书，刷了多少题…掉了多少头发流了多少泪，情绪崩溃了多少次，结果还是这么不尽人意，没办法也许我就是注定被淘汰的人。也许我该释怀了，该找工作了，不能一味地自暴自弃了。但我想我可能永远都释怀不了，考研这条路一旦踏上了就不可能轻易地放下了（最让自己释怀不了的可能就是我的研究生梦了）。或许在将来的日子里我还会重新踏上这条路，我暂时先找工作了，等我赚够了钱，我想我还会考研去圆我的研究生梦。2023.3.115：16,,,,,0,2,0,2023-03-11 05:16,nova4自拍极点全面屏,,,
4877973464810011,MwIrEkbiP,6111999952,急啊哦緑-,#考研#不上这个b学了！去颐和园当保安！（拿上📢）（您好不可以投喂鸭子）（您好不可以投喂鸭子）（您好不可以投喂鸭子）（欣赏美景）（您好不可以投喂鸭子）（您好不可以投喂鸭子）（您好不可以投喂鸭子）（您好不可以投喂鸭子）（偷看别人喂鸭子）（您好不可以投喂鸭子）（吹吹湖风）（偷看别人喂鸭子）（您好不可以投喂鸭子）（下班）,,,,考研,0,1,0,2023-03-11 05:16,iPhone客户端,,,
4877973033058510,MwIqXcPEO,5219530293,寒夜疏疏,退休前在一个公司工作了十四年，早晨六点钟起床，晚上十点半睡觉，这样的作息坚持了十四年，风雨无阻，要不是房地产行业突然不景气，可能还会再被返聘四年，工作时女儿及其佩服我的毅力，她考研时认为数学考的不理想，想过要放弃下一场考试，但想到我做事的态度，就坚持了下来，成绩出来后也并不是很差，要说能力，我认为接受任何改变，享受人生的每个阶段就是能力。,,,,,0,25,43,2023-03-11 05:14,iPhone客户端,,,
4877972945764670,MwIqOobEy,2185013202,库存男,#历史学考研#酒店洗碗工、外卖送餐员、保安专业国家线儿。你的努力，方向错了，毫无价值。,,,,历史学考研,0,0,4,2023-03-11 05:14,微博搜索,,,
4877960341880886,MwI6u7TiS,5636101291,whirza,大理大学考研有偿求大理大学儿科学专硕复试资料,,,,,0,1,0,2023-03-11 04:23,大理大学考研超话,,,
4877959926382989,MwI5OqMvr,2689700262,娜么动力,#2023考研国家线公布#艺术生越来越难了,,,,2023考研国家线公布,0,0,1,2023-03-11 04:22,,['https://wx4.sinaimg.cn/large/a05191a6gy1hbvf2h4rhuj20u01t0tjr.jpg'],,
4877959612334350,MwI5j9NgO,5119005195,森海班,考研调剂友友们一起上岸吧O网页链接,,,,,0,0,0,2023-03-11 04:21,考研调剂超话,,,
4877959514555123,MwI59j6ZJ,3319019691,二字辈de小茹,有木有中原区的小伙伴组团一起去自习室的呀？没有的话我明天再来问下！#中原区##考研英语#,,郑州·郑州中原万达广场,,"中原区,考研英语",1,3,1,2023-03-11 04:20,iPhone客户端,"['https://wx4.sinaimg.cn/large/c5d438ably1hbvey4kx5gj22c0340e82.jpg', 'https://wx2.sinaimg.cn/large/c5d438ably1hbvey35cpqj22c0340kjm.jpg', 'https://wx3.sinaimg.cn/large/c5d438ably1hbvey58urrj21k00vnn40.jpg', 'https://wx3.sinaimg.cn/large/c5d438ably1hbvey6g0elj23402c0qv5.jpg']",,
4877958789464633,MwI3YDIbn,5101945554,著名幸运琑田蹦蹦子,#今年考研会扩招吗#所以说其实我还想做梦来着，今年特殊情况干脆搞阴阳国家线嘛,,,,今年考研会扩招吗,0,0,0,2023-03-11 04:17,Note 10 Pro,,,
4877958559301817,MwI3BD1Pj,3625595300,高贵的冷白皮,考研国家线出来了失败告终虽然抱着试水的心态但还是觉得遗憾…其实本来就是按230准备的虽然作文没写完基本达到了我自己的要求…没想到发大水所以数学逻辑今年再强化一下调整一下做题顺序还可以早点准备英语可以尝试冲90今年继续卷也是最后一次了看看垃圾人全力以赴能考成什么样吧,,,,,0,0,0,2023-03-11 04:16,OPPO K5,,,
4877957895553552,MwI2xniJq,7197378812,用户7197378812,考研复试本人药学类专业，四六级已过，真诚寻一个考研英语口语复试的搭子，可以模拟交流一下口语,,,,,0,8,1,2023-03-11 04:14,考研复试超话,,,
4877957866717264,MwI2usbsY,5540976604,大淼淼淼321,晚上八点多睡的后果就是三点多醒看到一个帖子“你是怎样和考研和解的”去年出成绩后的自己真的好像一个丧气鬼被考研毕业找工作毕设各种困住已经进入工作岗位大半年了备课上课参加教研偶尔担心推门听课每节上课都在强调纪律不多的工资和公积金昨天和师傅说到了校门口的小区“买房好难诶”“你才20多不要着急哈哈哈哈哈哈哈”我和考研和解了吗“和解了吧好像也没有”但是说实话进去工作岗位之后莫名其妙觉得很轻松不会因为考研看不到未来也有了能养的起自己每一份愿望而满足随之而来的是什么迫切的想要出去玩下个月要发的这笔工资或许是我攒到的第一笔爸爸妈妈说工资卡里边的钱你别动给自己攒着应急用有时候清楚的知道所有的考试都是人生的选择之一之前觉得25之后我或许会选择非全“就算你27考上，毕业也才就30你怕啥”就像之前朋友告诉我“如果你有远大的抱负那你就去创业去工作”可是我清楚的知道我没有那个勇气和能力所以呀接下来想好好学习新课标听公开课下周的校级能手赛可以看神仙打架啦哈哈哈哈会有光明未来吗未来会是什么样子我不知道可是我知道我们都要努力生活努力向前走,,,,,0,4,5,2023-03-11 04:14,vivo S15e,['https://wx1.sinaimg.cn/large/0062Zn8oly1hbvenkdsupj335c2d0e81.jpg'],,
4877957485559821,MwI1Snkmx,7201098509,酱油江江,#2023考研国家线公布#一志愿上财马理论，过法学A区国家线9分能有书读吗,,,,2023考研国家线公布,0,2,0,2023-03-11 04:12,Redmi K40,,,
4877957301272868,MwI1A5l88,5339554173,减肥小天使a,江南大学考研蹲蹲食品学院食品加工与安全食品加工技术非全，341农业综合知识三848食品化学基础上岸的学长学姐，有可以接考研辅导的嘛,,,,,0,5,0,2023-03-11 04:11,江南大学考研超话,,,
4877946953925210,MwHKTgt7Q,1849331127,双一流考研考博指导,复试时导师最不喜欢听到这五句话！1.不想读博，想赶紧毕业赚钱研究生导师，在大多数情况下，都比较倾向于喜欢那些有读博打算的同学，或者最起码不排斥读博的同学。主要原因其实很简单，因为读研一般都是3年，有些专硕还是两年，除了上课时间，真正留给做科研的时间是非常有限的，如果碰到比较难的课题，则很难做深入研究，如果没有学弟学妹“接盘”，那这个课题可能多半就会“黄”。所以，研究生导师更喜欢自己的学生能够从硕士做到博士毕业，这样，时间将会更充足，也就更容易出成果，所以说，在考研面试时，导师可能都会问学生，你有没有读博的打算，如果在面试时，真的被问到想不想读博，千万不要明确给否定答案，你可以说如果有机会，可以考虑读博。你更不能说，自己肯定不读博，只想早点毕业去赚钱，这样，导师可能不会很喜欢。2.大学时，参加了很多与学习科研无关的活动考研复试面试，不像找工作，你的经历越丰富越好。无论你在大学时，参加了多少活动，主持了多少场活动，只要这些活动都与科研没有关系，就一定不要去大讲特讲。因为，我们要知道，考研复试面试的目的是什么，老师想通过面试看到你的哪些能力？考研复试的目的，就是他们想看一个人的学习能力与科研能力，以及其学习态度，学习是否踏实等。而与考研专业无关的活动太多，可能会让导师觉得你有点“不务正业”，所以说，对于不相干的活动，可以简单列举即可，没有必要大肆去讲。3.觉得这所大学“配不上”自己，夸别的大学厉害研究生考试与高考的一大不同点，就是考试前先要填报志愿，选择目标院校与专业，所以，我们既然选择了这所大学，无论她有点不好，但是，她在我们心里肯定是最好的大学。所以，在研究生复试时，一定要记住这所大学就是我们最中意的大学，适合自己的大学才是最好的大学，大家不要一边报考这所大学，却一边又“看不起”她，觉得大学配不上自己，这种态度，也是导师比较反感的。所以，在考研复试时，一定不要提到其它大学有多好。4.关于学校与专业太“虚伪”的话我们不能因为报考了这所大学，就去过分吹捧自己报考大学有多好，专业有多强，这样只会显得自己很“虚伪”。毕竟，学校与专业在所有大学中，处于什么档次，学校的导师是很清楚的。你可以适当说，你觉得贵校也不差，最关键的是，专业与研究方向刚好就是自己喜欢的方向。还可以扯点别的，比如，学校离家近啊，你想将来在这个城市就业啊等等，这样，可能让老师觉得你这个人很实在。5.争论时“怼”老师话最后这一点，一定要特别强调一下，因为，研究生复试时，老师在问问题的时候，难免会问到一些你不喜欢回答或者你比较擅长，导师却不了解的问题。这可能会导致，学生与导师之间发生一些“争论”，这个时候，切记一定不要怼老师，无论你多么有理由，你说的多么正确，都不要去“怼”老师，因为，即使你最后争论赢了，也对自己没有任何好处。这不光体现的是我们的情商，更是对老师的尊敬，没有老师会喜欢不尊重自己的学生，换做我们是老师也一样。所以，面试时，宁可顺着老师，也不要怼老师。#考研国家线##国家线##考研复试#,,,,"考研国家线,国家线,考研复试",14,1,34,2023-03-11 03:30,Xiaomi 12S Ultra,['https://wx3.sinaimg.cn/large/6e3a8db7ly1hbvdkxh1hzj20qo0gmaf3.jpg'],,
4877946379042921,MwHJXBWtz,7814964512,漏糖烤地瓜,寄宿考研/山东寄宿考研/青岛寄宿考研山东众创寄宿考研，独立校区，封闭管理宿舍自修室背诵室食堂超市快递驿站配套自学、督学、公共课&专业课辅导张老师VV：sdzc0391（去掉）”两人在一起像多年的老朋友一样，谈天说地，喝的红光满面，场面气氛融洽，可是只有他们自己知道各自心里打的什么鬼主意。酒足饭饱后，莱恩。卡鲁德走到窗前，看向窗外，重重的叹了口气。“莱恩局长好想有什么心事。”谢文东没有放过,,,,,0,0,0,2023-03-11 03:28,微博网页版,"['https://wx2.sinaimg.cn/large/008wSNgIly1hbvdiiw2zoj30u0140thr.jpg', 'https://wx1.sinaimg.cn/large/008wSNgIly1hbvdij63dqj30u013zqb2.jpg', 'https://wx4.sinaimg.cn/large/008wSNgIly1hbvdijdd58j30u019047j.jpg', 'https://wx4.sinaimg.cn/large/008wSNgIly1hbvdijjdzbj30j60pk0yr.jpg', 'https://wx3.sinaimg.cn/large/008wSNgIly1hbvdijp1amj30j60pkjuc.jpg', 'https://wx3.sinaimg.cn/large/008wSNgIly1hbvdijy28qj30u01hcwm2.jpg']",,
4877946286244617,MwHJOqcvD,7740287527,安静的K198503,考研英国本地人考研复试口语陪练,,,,,0,2,0,2023-03-11 03:28,考研超话,,,
4877946157007384,MwHJBtoWk,2188279494,阿式今天也在反复炸毛,重新捡起论文，直到深夜终于进入了状态。心无旁骛敲字的时候突然有点感动：我意识到自己正在写自个喜欢的东西，我在思考，我在学习，我在一字一句地组织自己的观点，向大家分享我的发现。此刻的我获得了很纯粹的快乐，甚至觉得有点幸福，回想起那时坚持想要考研的初心，原来我已经走到这里了哇。,,,,,0,5,6,2023-03-11 03:27,微博轻享版,,,
